Region,Region Code,Year,Measure,Age,Value,Value Unit,Value Label,Null Reason
Tasman,Tasman Region,2006,Age in five-year groups for the census usually resident population count,60-64,2472,number,Number of people,
Tasman,Tasman Region,2006,Age in five-year groups for the census usually resident population count,65-*,6072,number,Number of people,
Tasman,Tasman Region,2006,Age in five-year groups for the census usually resident population count,Total people,44625,number,Number of people,
Tasman,Tasman Region,2013,Age in five-year groups for the census usually resident population count,0-4,2736,number,Number of people,
Tasman,Tasman Region,2013,Age in five-year groups for the census usually resident population count,5-9,3303,number,Number of people,
Tasman,Tasman Region,2013,Age in five-year groups for the census usually resident population count,10-14,3393,number,Number of people,
Tasman,Tasman Region,2013,Age in five-year groups for the census usually resident population count,15-19,2811,number,Number of people,
Tasman,Tasman Region,2013,Age in five-year groups for the census usually resident population count,20-24,1824,number,Number of people,
Tasman,Tasman Region,2013,Age in five-year groups for the census usually resident population count,25-29,1752,number,Number of people,
Tasman,Tasman Region,2013,Age in five-year groups for the census usually resident population count,30-34,2043,number,Number of people,
Tasman,Tasman Region,2013,Age in five-year groups for the census usually resident population count,35-39,2676,number,Number of people,
Tasman,Tasman Region,2013,Age in five-year groups for the census usually resident population count,40-44,3651,number,Number of people,
Tasman,Tasman Region,2013,Age in five-year groups for the census usually resident population count,45-49,3699,number,Number of people,
Tasman,Tasman Region,2013,Age in five-year groups for the census usually resident population count,50-54,3774,number,Number of people,
Tasman,Tasman Region,2013,Age in five-year groups for the census usually resident population count,55-59,3585,number,Number of people,
Tasman,Tasman Region,2013,Age in five-year groups for the census usually resident population count,60-64,3441,number,Number of people,
Tasman,Tasman Region,2013,Age in five-year groups for the census usually resident population count,65-*,8463,number,Number of people,
Tasman,Tasman Region,2013,Age in five-year groups for the census usually resident population count,Total people,47154,number,Number of people,
Tasman,Tasman Region,2001,Age in broad groups for the census usually resident population count,*-14,9501,number,Number of people,
Tasman,Tasman Region,2001,Age in broad groups for the census usually resident population count,15-64,26445,number,Number of people,
Tasman,Tasman Region,2001,Age in broad groups for the census usually resident population count,65-*,5403,number,Number of people,
Tasman,Tasman Region,2001,Age in broad groups for the census usually resident population count,Total people,41352,number,Number of people,
Tasman,Tasman Region,2006,Age in broad groups for the census usually resident population count,*-14,9609,number,Number of people,
Tasman,Tasman Region,2006,Age in broad groups for the census usually resident population count,15-64,28947,number,Number of people,
Tasman,Tasman Region,2006,Age in broad groups for the census usually resident population count,65-*,6072,number,Number of people,
Tasman,Tasman Region,2006,Age in broad groups for the census usually resident population count,Total people,44625,number,Number of people,
Tasman,Tasman Region,2013,Age in broad groups for the census usually resident population count,*-14,9432,number,Number of people,
Tasman,Tasman Region,2013,Age in broad groups for the census usually resident population count,15-64,29262,number,Number of people,
Tasman,Tasman Region,2013,Age in broad groups for the census usually resident population count,65-*,8463,number,Number of people,
Tasman,Tasman Region,2013,Age in broad groups for the census usually resident population count,Total people,47154,number,Number of people,
Nelson,Nelson Region,2001,Age in five-year groups for the census usually resident population count,0-4,2586,number,Number of people,
Nelson,Nelson Region,2001,Age in five-year groups for the census usually resident population count,5-9,2862,number,Number of people,
Nelson,Nelson Region,2001,Age in five-year groups for the census usually resident population count,10-14,3219,number,Number of people,
Nelson,Nelson Region,2001,Age in five-year groups for the census usually resident population count,15-19,2835,number,Number of people,
Nelson,Nelson Region,2001,Age in five-year groups for the census usually resident population count,20-24,2262,number,Number of people,
Nelson,Nelson Region,2001,Age in five-year groups for the census usually resident population count,25-29,2691,number,Number of people,
Nelson,Nelson Region,2001,Age in five-year groups for the census usually resident population count,30-34,2955,number,Number of people,
Nelson,Nelson Region,2001,Age in five-year groups for the census usually resident population count,35-39,3312,number,Number of people,
Nelson,Nelson Region,2001,Age in five-year groups for the census usually resident population count,40-44,3357,number,Number of people,
Nelson,Nelson Region,2001,Age in five-year groups for the census usually resident population count,45-49,2958,number,Number of people,
Nelson,Nelson Region,2001,Age in five-year groups for the census usually resident population count,50-54,2802,number,Number of people,
Nelson,Nelson Region,2001,Age in five-year groups for the census usually resident population count,55-59,2070,number,Number of people,
Nelson,Nelson Region,2001,Age in five-year groups for the census usually resident population count,60-64,1710,number,Number of people,
Nelson,Nelson Region,2001,Age in five-year groups for the census usually resident population count,65-*,5949,number,Number of people,
Nelson,Nelson Region,2001,Age in five-year groups for the census usually resident population count,Total people,41568,number,Number of people,
Nelson,Nelson Region,2006,Age in five-year groups for the census usually resident population count,0-4,2523,number,Number of people,
Nelson,Nelson Region,2006,Age in five-year groups for the census usually resident population count,5-9,2649,number,Number of people,
Nelson,Nelson Region,2006,Age in five-year groups for the census usually resident population count,10-14,3066,number,Number of people,
Nelson,Nelson Region,2006,Age in five-year groups for the census usually resident population count,15-19,3123,number,Number of people,
Nelson,Nelson Region,2006,Age in five-year groups for the census usually resident population count,20-24,2313,number,Number of people,
Nelson,Nelson Region,2006,Age in five-year groups for the census usually resident population count,25-29,2274,number,Number of people,
Nelson,Nelson Region,2006,Age in five-year groups for the census usually resident population count,30-34,2775,number,Number of people,
Nelson,Nelson Region,2006,Age in five-year groups for the census usually resident population count,35-39,3084,number,Number of people,
Nelson,Nelson Region,2006,Age in five-year groups for the census usually resident population count,40-44,3465,number,Number of people,
Nelson,Nelson Region,2006,Age in five-year groups for the census usually resident population count,45-49,3477,number,Number of people,
Nelson,Nelson Region,2006,Age in five-year groups for the census usually resident population count,50-54,3033,number,Number of people,
Nelson,Nelson Region,2006,Age in five-year groups for the census usually resident population count,55-59,2817,number,Number of people,
Nelson,Nelson Region,2006,Age in five-year groups for the census usually resident population count,60-64,2061,number,Number of people,
Nelson,Nelson Region,2006,Age in five-year groups for the census usually resident population count,65-*,6231,number,Number of people,
Nelson,Nelson Region,2006,Age in five-year groups for the census usually resident population count,Total people,42888,number,Number of people,
Nelson,Nelson Region,2013,Age in five-year groups for the census usually resident population count,0-4,2835,number,Number of people,
Nelson,Nelson Region,2013,Age in five-year groups for the census usually resident population count,5-9,2907,number,Number of people,
Nelson,Nelson Region,2013,Age in five-year groups for the census usually resident population count,10-14,3003,number,Number of people,
Nelson,Nelson Region,2013,Age in five-year groups for the census usually resident population count,15-19,2787,number,Number of people,
Nelson,Nelson Region,2013,Age in five-year groups for the census usually resident population count,20-24,2334,number,Number of people,
Nelson,Nelson Region,2013,Age in five-year groups for the census usually resident population count,25-29,2373,number,Number of people,
Nelson,Nelson Region,2013,Age in five-year groups for the census usually resident population count,30-34,2439,number,Number of people,
Nelson,Nelson Region,2013,Age in five-year groups for the census usually resident population count,35-39,2844,number,Number of people,
Nelson,Nelson Region,2013,Age in five-year groups for the census usually resident population count,40-44,3429,number,Number of people,
Nelson,Nelson Region,2013,Age in five-year groups for the census usually resident population count,45-49,3477,number,Number of people,
Nelson,Nelson Region,2013,Age in five-year groups for the census usually resident population count,50-54,3711,number,Number of people,
Nelson,Nelson Region,2013,Age in five-year groups for the census usually resident population count,55-59,3237,number,Number of people,
Nelson,Nelson Region,2013,Age in five-year groups for the census usually resident population count,60-64,2949,number,Number of people,
Nelson,Nelson Region,2013,Age in five-year groups for the census usually resident population count,65-*,8109,number,Number of people,
Nelson,Nelson Region,2013,Age in five-year groups for the census usually resident population count,Total people,46437,number,Number of people,
Nelson,Nelson Region,2001,Age in broad groups for the census usually resident population count,*-14,8667,number,Number of people,
Nelson,Nelson Region,2001,Age in broad groups for the census usually resident population count,15-64,26949,number,Number of people,
Nelson,Nelson Region,2001,Age in broad groups for the census usually resident population count,65-*,5949,number,Number of people,
Nelson,Nelson Region,2001,Age in broad groups for the census usually resident population count,Total people,41568,number,Number of people,
Nelson,Nelson Region,2006,Age in broad groups for the census usually resident population count,*-14,8238,number,Number of people,
Nelson,Nelson Region,2006,Age in broad groups for the census usually resident population count,15-64,28416,number,Number of people,
Nelson,Nelson Region,2006,Age in broad groups for the census usually resident population count,65-*,6231,number,Number of people,
Nelson,Nelson Region,2006,Age in broad groups for the census usually resident population count,Total people,42888,number,Number of people,
Nelson,Nelson Region,2013,Age in broad groups for the census usually resident population count,*-14,8745,number,Number of people,
Nelson,Nelson Region,2013,Age in broad groups for the census usually resident population count,15-64,29586,number,Number of people,
Nelson,Nelson Region,2013,Age in broad groups for the census usually resident population count,65-*,8109,number,Number of people,
Nelson,Nelson Region,2013,Age in broad groups for the census usually resident population count,Total people,46437,number,Number of people,
Marlborough,Marlborough Region,2001,Age in five-year groups for the census usually resident population count,0-4,2478,number,Number of people,
Marlborough,Marlborough Region,2001,Age in five-year groups for the census usually resident population count,5-9,2820,number,Number of people,
Marlborough,Marlborough Region,2001,Age in five-year groups for the census usually resident population count,10-14,2994,number,Number of people,
Marlborough,Marlborough Region,2001,Age in five-year groups for the census usually resident population count,15-19,2481,number,Number of people,
Marlborough,Marlborough Region,2001,Age in five-year groups for the census usually resident population count,20-24,1809,number,Number of people,
Marlborough,Marlborough Region,2001,Age in five-year groups for the census usually resident population count,25-29,2106,number,Number of people,
Marlborough,Marlborough Region,2001,Age in five-year groups for the census usually resident population count,30-34,2559,number,Number of people,
Marlborough,Marlborough Region,2001,Age in five-year groups for the census usually resident population count,35-39,2916,number,Number of people,
Marlborough,Marlborough Region,2001,Age in five-year groups for the census usually resident population count,40-44,3045,number,Number of people,
Marlborough,Marlborough Region,2001,Age in five-year groups for the census usually resident population count,45-49,2814,number,Number of people,
Marlborough,Marlborough Region,2001,Age in five-year groups for the census usually resident population count,50-54,2868,number,Number of people,
Marlborough,Marlborough Region,2001,Age in five-year groups for the census usually resident population count,55-59,2484,number,Number of people,
Marlborough,Marlborough Region,2001,Age in five-year groups for the census usually resident population count,60-64,2061,number,Number of people,
Marlborough,Marlborough Region,2001,Age in five-year groups for the census usually resident population count,65-*,6129,number,Number of people,
Marlborough,Marlborough Region,2001,Age in five-year groups for the census usually resident population count,Total people,39558,number,Number of people,
Marlborough,Marlborough Region,2006,Age in five-year groups for the census usually resident population count,0-4,2370,number,Number of people,
Marlborough,Marlborough Region,2006,Age in five-year groups for the census usually resident population count,5-9,2640,number,Number of people,
Marlborough,Marlborough Region,2006,Age in five-year groups for the census usually resident population count,10-14,2913,number,Number of people,
Marlborough,Marlborough Region,2006,Age in five-year groups for the census usually resident population count,15-19,2700,number,Number of people,
Marlborough,Marlborough Region,2006,Age in five-year groups for the census usually resident population count,20-24,1941,number,Number of people,
Marlborough,Marlborough Region,2006,Age in five-year groups for the census usually resident population count,25-29,2148,number,Number of people,
Marlborough,Marlborough Region,2006,Age in five-year groups for the census usually resident population count,30-34,2577,number,Number of people,
Marlborough,Marlborough Region,2006,Age in five-year groups for the census usually resident population count,35-39,2961,number,Number of people,
Marlborough,Marlborough Region,2006,Age in five-year groups for the census usually resident population count,40-44,3183,number,Number of people,
Marlborough,Marlborough Region,2006,Age in five-year groups for the census usually resident population count,45-49,3345,number,Number of people,
Marlborough,Marlborough Region,2006,Age in five-year groups for the census usually resident population count,50-54,3060,number,Number of people,
Marlborough,Marlborough Region,2006,Age in five-year groups for the census usually resident population count,55-59,3189,number,Number of people,
Marlborough,Marlborough Region,2006,Age in five-year groups for the census usually resident population count,60-64,2655,number,Number of people,
Marlborough,Marlborough Region,2006,Age in five-year groups for the census usually resident population count,65-*,6876,number,Number of people,
Marlborough,Marlborough Region,2006,Age in five-year groups for the census usually resident population count,Total people,42558,number,Number of people,
Marlborough,Marlborough Region,2013,Age in five-year groups for the census usually resident population count,0-4,2676,number,Number of people,
Marlborough,Marlborough Region,2013,Age in five-year groups for the census usually resident population count,5-9,2559,number,Number of people,
Marlborough,Marlborough Region,2013,Age in five-year groups for the census usually resident population count,10-14,2514,number,Number of people,
Marlborough,Marlborough Region,2013,Age in five-year groups for the census usually resident population count,15-19,2373,number,Number of people,
Marlborough,Marlborough Region,2013,Age in five-year groups for the census usually resident population count,20-24,1902,number,Number of people,
Marlborough,Marlborough Region,2013,Age in five-year groups for the census usually resident population count,25-29,2103,number,Number of people,
Marlborough,Marlborough Region,2013,Age in five-year groups for the census usually resident population count,30-34,2223,number,Number of people,
Marlborough,Marlborough Region,2013,Age in five-year groups for the census usually resident population count,35-39,2505,number,Number of people,
Marlborough,Marlborough Region,2013,Age in five-year groups for the census usually resident population count,40-44,2874,number,Number of people,
Marlborough,Marlborough Region,2013,Age in five-year groups for the census usually resident population count,45-49,3051,number,Number of people,
Marlborough,Marlborough Region,2013,Age in five-year groups for the census usually resident population count,50-54,3363,number,Number of people,
Marlborough,Marlborough Region,2013,Age in five-year groups for the census usually resident population count,55-59,3162,number,Number of people,
Marlborough,Marlborough Region,2013,Age in five-year groups for the census usually resident population count,60-64,3204,number,Number of people,
Marlborough,Marlborough Region,2013,Age in five-year groups for the census usually resident population count,65-*,8907,number,Number of people,
Marlborough,Marlborough Region,2013,Age in five-year groups for the census usually resident population count,Total people,43416,number,Number of people,
Marlborough,Marlborough Region,2001,Age in broad groups for the census usually resident population count,*-14,8292,number,Number of people,
Marlborough,Marlborough Region,2001,Age in broad groups for the census usually resident population count,15-64,25140,number,Number of people,
Marlborough,Marlborough Region,2001,Age in broad groups for the census usually resident population count,65-*,6129,number,Number of people,
Marlborough,Marlborough Region,2001,Age in broad groups for the census usually resident population count,Total people,39558,number,Number of people,
Marlborough,Marlborough Region,2006,Age in broad groups for the census usually resident population count,*-14,7923,number,Number of people,
Marlborough,Marlborough Region,2006,Age in broad groups for the census usually resident population count,15-64,27759,number,Number of people,
Marlborough,Marlborough Region,2006,Age in broad groups for the census usually resident population count,65-*,6876,number,Number of people,
Marlborough,Marlborough Region,2006,Age in broad groups for the census usually resident population count,Total people,42558,number,Number of people,
Marlborough,Marlborough Region,2013,Age in broad groups for the census usually resident population count,*-14,7752,number,Number of people,
Marlborough,Marlborough Region,2013,Age in broad groups for the census usually resident population count,15-64,26757,number,Number of people,
Marlborough,Marlborough Region,2013,Age in broad groups for the census usually resident population count,65-*,8907,number,Number of people,
Marlborough,Marlborough Region,2013,Age in broad groups for the census usually resident population count,Total people,43416,number,Number of people,
West Coast,West Coast Region,2001,Age in five-year groups for the census usually resident population count,0-4,1941,number,Number of people,
West Coast,West Coast Region,2001,Age in five-year groups for the census usually resident population count,5-9,2472,number,Number of people,
West Coast,West Coast Region,2001,Age in five-year groups for the census usually resident population count,10-14,2400,number,Number of people,
West Coast,West Coast Region,2001,Age in five-year groups for the census usually resident population count,15-19,1731,number,Number of people,
West Coast,West Coast Region,2001,Age in five-year groups for the census usually resident population count,20-24,1371,number,Number of people,
West Coast,West Coast Region,2001,Age in five-year groups for the census usually resident population count,25-29,1626,number,Number of people,
West Coast,West Coast Region,2001,Age in five-year groups for the census usually resident population count,30-34,2088,number,Number of people,
West Coast,West Coast Region,2001,Age in five-year groups for the census usually resident population count,35-39,2463,number,Number of people,
West Coast,West Coast Region,2001,Age in five-year groups for the census usually resident population count,40-44,2550,number,Number of people,
West Coast,West Coast Region,2001,Age in five-year groups for the census usually resident population count,45-49,2214,number,Number of people,
West Coast,West Coast Region,2001,Age in five-year groups for the census usually resident population count,50-54,2163,number,Number of people,
West Coast,West Coast Region,2001,Age in five-year groups for the census usually resident population count,55-59,1737,number,Number of people,
West Coast,West Coast Region,2001,Age in five-year groups for the census usually resident population count,60-64,1467,number,Number of people,
West Coast,West Coast Region,2001,Age in five-year groups for the census usually resident population count,65-*,4077,number,Number of people,
West Coast,West Coast Region,2001,Age in five-year groups for the census usually resident population count,Total people,30300,number,Number of people,
West Coast,West Coast Region,2006,Age in five-year groups for the census usually resident population count,0-4,1896,number,Number of people,
West Coast,West Coast Region,2006,Age in five-year groups for the census usually resident population count,5-9,2031,number,Number of people,
West Coast,West Coast Region,2006,Age in five-year groups for the census usually resident population count,10-14,2466,number,Number of people,
West Coast,West Coast Region,2006,Age in five-year groups for the census usually resident population count,15-19,1971,number,Number of people,
West Coast,West Coast Region,2006,Age in five-year groups for the census usually resident population count,20-24,1422,number,Number of people,
West Coast,West Coast Region,2006,Age in five-year groups for the census usually resident population count,25-29,1563,number,Number of people,
West Coast,West Coast Region,2006,Age in five-year groups for the census usually resident population count,30-34,1917,number,Number of people,
West Coast,West Coast Region,2006,Age in five-year groups for the census usually resident population count,35-39,2286,number,Number of people,
West Coast,West Coast Region,2006,Age in five-year groups for the census usually resident population count,40-44,2616,number,Number of people,
West Coast,West Coast Region,2006,Age in five-year groups for the census usually resident population count,45-49,2655,number,Number of people,
West Coast,West Coast Region,2006,Age in five-year groups for the census usually resident population count,50-54,2286,number,Number of people,
West Coast,West Coast Region,2006,Age in five-year groups for the census usually resident population count,55-59,2163,number,Number of people,
West Coast,West Coast Region,2006,Age in five-year groups for the census usually resident population count,60-64,1713,number,Number of people,
West Coast,West Coast Region,2006,Age in five-year groups for the census usually resident population count,65-*,4335,number,Number of people,
West Coast,West Coast Region,2006,Age in five-year groups for the census usually resident population count,Total people,31326,number,Number of people,
West Coast,West Coast Region,2013,Age in five-year groups for the census usually resident population count,0-4,2136,number,Number of people,
West Coast,West Coast Region,2013,Age in five-year groups for the census usually resident population count,5-9,1977,number,Number of people,
West Coast,West Coast Region,2013,Age in five-year groups for the census usually resident population count,10-14,2037,number,Number of people,
West Coast,West Coast Region,2013,Age in five-year groups for the census usually resident population count,15-19,1824,number,Number of people,
West Coast,West Coast Region,2013,Age in five-year groups for the census usually resident population count,20-24,1680,number,Number of people,
West Coast,West Coast Region,2013,Age in five-year groups for the census usually resident population count,25-29,1620,number,Number of people,
West Coast,West Coast Region,2013,Age in five-year groups for the census usually resident population count,30-34,1644,number,Number of people,
West Coast,West Coast Region,2013,Age in five-year groups for the census usually resident population count,35-39,1863,number,Number of people,
West Coast,West Coast Region,2013,Age in five-year groups for the census usually resident population count,40-44,2316,number,Number of people,
West Coast,West Coast Region,2013,Age in five-year groups for the census usually resident population count,45-49,2565,number,Number of people,
West Coast,West Coast Region,2013,Age in five-year groups for the census usually resident population count,50-54,2775,number,Number of people,
West Coast,West Coast Region,2013,Age in five-year groups for the census usually resident population count,55-59,2421,number,Number of people,
West Coast,West Coast Region,2013,Age in five-year groups for the census usually resident population count,60-64,2106,number,Number of people,
West Coast,West Coast Region,2013,Age in five-year groups for the census usually resident population count,65-*,5184,number,Number of people,
West Coast,West Coast Region,2013,Age in five-year groups for the census usually resident population count,Total people,32148,number,Number of people,
West Coast,West Coast Region,2001,Age in broad groups for the census usually resident population count,*-14,6813,number,Number of people,
West Coast,West Coast Region,2001,Age in broad groups for the census usually resident population count,15-64,19410,number,Number of people,
West Coast,West Coast Region,2001,Age in broad groups for the census usually resident population count,65-*,4080,number,Number of people,
West Coast,West Coast Region,2001,Age in broad groups for the census usually resident population count,Total people,30300,number,Number of people,
West Coast,West Coast Region,2006,Age in broad groups for the census usually resident population count,*-14,6399,number,Number of people,
West Coast,West Coast Region,2006,Age in broad groups for the census usually resident population count,15-64,20598,number,Number of people,
West Coast,West Coast Region,2006,Age in broad groups for the census usually resident population count,65-*,4332,number,Number of people,
West Coast,West Coast Region,2006,Age in broad groups for the census usually resident population count,Total people,31326,number,Number of people,
West Coast,West Coast Region,2013,Age in broad groups for the census usually resident population count,*-14,6150,number,Number of people,
West Coast,West Coast Region,2013,Age in broad groups for the census usually resident population count,15-64,20817,number,Number of people,
West Coast,West Coast Region,2013,Age in broad groups for the census usually resident population count,65-*,5184,number,Number of people,
West Coast,West Coast Region,2013,Age in broad groups for the census usually resident population count,Total people,32148,number,Number of people,
Canterbury,Canterbury Region,2001,Age in five-year groups for the census usually resident population count,0-4,30795,number,Number of people,
Canterbury,Canterbury Region,2001,Age in five-year groups for the census usually resident population count,5-9,32880,number,Number of people,
Canterbury,Canterbury Region,2001,Age in five-year groups for the census usually resident population count,10-14,33879,number,Number of people,
Canterbury,Canterbury Region,2001,Age in five-year groups for the census usually resident population count,15-19,33288,number,Number of people,
Canterbury,Canterbury Region,2001,Age in five-year groups for the census usually resident population count,20-24,31344,number,Number of people,
Canterbury,Canterbury Region,2001,Age in five-year groups for the census usually resident population count,25-29,31533,number,Number of people,
Canterbury,Canterbury Region,2001,Age in five-year groups for the census usually resident population count,30-34,35793,number,Number of people,
Canterbury,Canterbury Region,2001,Age in five-year groups for the census usually resident population count,35-39,37455,number,Number of people,
Canterbury,Canterbury Region,2001,Age in five-year groups for the census usually resident population count,40-44,37095,number,Number of people,
Canterbury,Canterbury Region,2001,Age in five-year groups for the census usually resident population count,45-49,33552,number,Number of people,
Canterbury,Canterbury Region,2001,Age in five-year groups for the census usually resident population count,50-54,32196,number,Number of people,
Canterbury,Canterbury Region,2001,Age in five-year groups for the census usually resident population count,55-59,24258,number,Number of people,
Canterbury,Canterbury Region,2001,Age in five-year groups for the census usually resident population count,60-64,20847,number,Number of people,
Canterbury,Canterbury Region,2001,Age in five-year groups for the census usually resident population count,65-*,66507,number,Number of people,
Canterbury,Canterbury Region,2001,Age in five-year groups for the census usually resident population count,Total people,481431,number,Number of people,
Canterbury,Canterbury Region,2006,Age in five-year groups for the census usually resident population count,0-4,32463,number,Number of people,
Canterbury,Canterbury Region,2006,Age in five-year groups for the census usually resident population count,5-9,33684,number,Number of people,
Canterbury,Canterbury Region,2006,Age in five-year groups for the census usually resident population count,10-14,36342,number,Number of people,
Canterbury,Canterbury Region,2006,Age in five-year groups for the census usually resident population count,15-19,37548,number,Number of people,
Canterbury,Canterbury Region,2006,Age in five-year groups for the census usually resident population count,20-24,34878,number,Number of people,
Canterbury,Canterbury Region,2006,Age in five-year groups for the census usually resident population count,25-29,30018,number,Number of people,
Canterbury,Canterbury Region,2006,Age in five-year groups for the census usually resident population count,30-34,35352,number,Number of people,
Canterbury,Canterbury Region,2006,Age in five-year groups for the census usually resident population count,35-39,39321,number,Number of people,
Canterbury,Canterbury Region,2006,Age in five-year groups for the census usually resident population count,40-44,40383,number,Number of people,
Canterbury,Canterbury Region,2006,Age in five-year groups for the census usually resident population count,45-49,38652,number,Number of people,
Canterbury,Canterbury Region,2006,Age in five-year groups for the census usually resident population count,50-54,34089,number,Number of people,
Canterbury,Canterbury Region,2006,Age in five-year groups for the census usually resident population count,55-59,32301,number,Number of people,
Canterbury,Canterbury Region,2006,Age in five-year groups for the census usually resident population count,60-64,24189,number,Number of people,
Canterbury,Canterbury Region,2006,Age in five-year groups for the census usually resident population count,65-*,72615,number,Number of people,
Canterbury,Canterbury Region,2006,Age in five-year groups for the census usually resident population count,Total people,521832,number,Number of people,
Canterbury,Canterbury Region,2013,Age in five-year groups for the census usually resident population count,0-4,33507,number,Number of people,
Canterbury,Canterbury Region,2013,Age in five-year groups for the census usually resident population count,5-9,33327,number,Number of people,
Canterbury,Canterbury Region,2013,Age in five-year groups for the census usually resident population count,10-14,33858,number,Number of people,
Canterbury,Canterbury Region,2013,Age in five-year groups for the census usually resident population count,15-19,35967,number,Number of people,
Canterbury,Canterbury Region,2013,Age in five-year groups for the census usually resident population count,20-24,36912,number,Number of people,
Canterbury,Canterbury Region,2013,Age in five-year groups for the census usually resident population count,25-29,31764,number,Number of people,
Canterbury,Canterbury Region,2013,Age in five-year groups for the census usually resident population count,30-34,31209,number,Number of people,
Canterbury,Canterbury Region,2013,Age in five-year groups for the census usually resident population count,35-39,33858,number,Number of people,
Canterbury,Canterbury Region,2013,Age in five-year groups for the census usually resident population count,40-44,39837,number,Number of people,
Canterbury,Canterbury Region,2013,Age in five-year groups for the census usually resident population count,45-49,39408,number,Number of people,
Canterbury,Canterbury Region,2013,Age in five-year groups for the census usually resident population count,50-54,39774,number,Number of people,
Canterbury,Canterbury Region,2013,Age in five-year groups for the census usually resident population count,55-59,34704,number,Number of people,
Canterbury,Canterbury Region,2013,Age in five-year groups for the census usually resident population count,60-64,31467,number,Number of people,
Canterbury,Canterbury Region,2013,Age in five-year groups for the census usually resident population count,65-*,83844,number,Number of people,
Canterbury,Canterbury Region,2013,Age in five-year groups for the census usually resident population count,Total people,539433,number,Number of people,
Canterbury,Canterbury Region,2001,Age in broad groups for the census usually resident population count,*-14,97557,number,Number of people,
Canterbury,Canterbury Region,2001,Age in broad groups for the census usually resident population count,15-64,317364,number,Number of people,
Canterbury,Canterbury Region,2001,Age in broad groups for the census usually resident population count,65-*,66507,number,Number of people,
Canterbury,Canterbury Region,2001,Age in broad groups for the census usually resident population count,Total people,481431,number,Number of people,
Canterbury,Canterbury Region,2006,Age in broad groups for the census usually resident population count,*-14,102486,number,Number of people,
Canterbury,Canterbury Region,2006,Age in broad groups for the census usually resident population count,15-64,346728,number,Number of people,
Canterbury,Canterbury Region,2006,Age in broad groups for the census usually resident population count,65-*,72618,number,Number of people,
Canterbury,Canterbury Region,2006,Age in broad groups for the census usually resident population count,Total people,521832,number,Number of people,
Canterbury,Canterbury Region,2013,Age in broad groups for the census usually resident population count,*-14,100695,number,Number of people,
Canterbury,Canterbury Region,2013,Age in broad groups for the census usually resident population count,15-64,354900,number,Number of people,
Canterbury,Canterbury Region,2013,Age in broad groups for the census usually resident population count,65-*,83844,number,Number of people,
Canterbury,Canterbury Region,2013,Age in broad groups for the census usually resident population count,Total people,539433,number,Number of people,
Otago,Otago Region,2001,Age in five-year groups for the census usually resident population count,0-4,10683,number,Number of people,
Otago,Otago Region,2001,Age in five-year groups for the census usually resident population count,5-9,11709,number,Number of people,
Otago,Otago Region,2001,Age in five-year groups for the census usually resident population count,10-14,12234,number,Number of people,
Otago,Otago Region,2001,Age in five-year groups for the census usually resident population count,15-19,15255,number,Number of people,
Otago,Otago Region,2001,Age in five-year groups for the census usually resident population count,20-24,14436,number,Number of people,
Otago,Otago Region,2001,Age in five-year groups for the census usually resident population count,25-29,11175,number,Number of people,
Otago,Otago Region,2001,Age in five-year groups for the census usually resident population count,30-34,12063,number,Number of people,
Otago,Otago Region,2001,Age in five-year groups for the census usually resident population count,35-39,13605,number,Number of people,
Otago,Otago Region,2001,Age in five-year groups for the census usually resident population count,40-44,13689,number,Number of people,
Otago,Otago Region,2001,Age in five-year groups for the census usually resident population count,45-49,12486,number,Number of people,
Otago,Otago Region,2001,Age in five-year groups for the census usually resident population count,50-54,11703,number,Number of people,
Otago,Otago Region,2001,Age in five-year groups for the census usually resident population count,55-59,9090,number,Number of people,
Otago,Otago Region,2001,Age in five-year groups for the census usually resident population count,60-64,8064,number,Number of people,
Otago,Otago Region,2001,Age in five-year groups for the census usually resident population count,65-*,25350,number,Number of people,
Otago,Otago Region,2001,Age in five-year groups for the census usually resident population count,Total people,181539,number,Number of people,
Otago,Otago Region,2006,Age in five-year groups for the census usually resident population count,0-4,10638,number,Number of people,
Otago,Otago Region,2006,Age in five-year groups for the census usually resident population count,5-9,11241,number,Number of people,
Otago,Otago Region,2006,Age in five-year groups for the census usually resident population count,10-14,12270,number,Number of people,
Otago,Otago Region,2006,Age in five-year groups for the census usually resident population count,15-19,16485,number,Number of people,
Otago,Otago Region,2006,Age in five-year groups for the census usually resident population count,20-24,17334,number,Number of people,
Otago,Otago Region,2006,Age in five-year groups for the census usually resident population count,25-29,11328,number,Number of people,
Otago,Otago Region,2006,Age in five-year groups for the census usually resident population count,30-34,12741,number,Number of people,
Otago,Otago Region,2006,Age in five-year groups for the census usually resident population count,35-39,13041,number,Number of people,
Otago,Otago Region,2006,Age in five-year groups for the census usually resident population count,40-44,14334,number,Number of people,
Otago,Otago Region,2006,Age in five-year groups for the census usually resident population count,45-49,14217,number,Number of people,
Otago,Otago Region,2006,Age in five-year groups for the census usually resident population count,50-54,12600,number,Number of people,
Otago,Otago Region,2006,Age in five-year groups for the census usually resident population count,55-59,11796,number,Number of people,
Otago,Otago Region,2006,Age in five-year groups for the census usually resident population count,60-64,8964,number,Number of people,
Otago,Otago Region,2006,Age in five-year groups for the census usually resident population count,65-*,26814,number,Number of people,
Otago,Otago Region,2006,Age in five-year groups for the census usually resident population count,Total people,193803,number,Number of people,
